id,name,host_name,host_is_superhost,host_listings_count,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
23308247,Parkside room-new reno on Trinity Bellwood's Park,Francis,f,9,Trinity-Bellwoods,43.64898,-79.4173,House,Private room,2,1,1,1,Real Bed,92,42,98,10,10,10,10,10,9
23309267,Comfy West End Retreat. Little Portugal/Dundas W.,Chris,t,3,Little Portugal,43.64681,-79.43486,Guest suite,Entire home/apt,3,1,0,1,Real Bed,100,92,98,10,10,10,10,10,10
23310396,Beautiful 2bed/2bath in the heart of downtown,Carl,f,2,Entertainment District,43.6409,-79.38211,Condominium,Entire home/apt,5,2,2,2,Real Bed,200,205,94,10,10,10,10,10,10
23312923,Bright and Modern 3BDRM in Midtown Toronto,Kelsy,t,1,Davisville,43.70052,-79.38061,House,Entire home/apt,5,1,3,4,Real Bed,119,58,98,10,10,10,10,9,10
23317144,Private Room in shared Condo,Janice,f,3,Downtown Toronto,43.64133,-79.39754,Condominium,Private room,1,1,1,1,Real Bed,42,14,72,8,6,9,9,8,8
23321474,Cottage in the city,Elaine,t,1,Woodbine Corridor,43.67948,-79.3191,Guesthouse,Entire home/apt,4,1,1,2,Real Bed,157,134,99,10,10,10,10,10,10
23321989,Flat 2: High Park 5-Star (NO parties permitted),CK Homes,t,5,Roncesvalles,43.64593,-79.45109,House,Entire home/apt,2,1,1,1,Real Bed,288,84,100,10,10,10,10,10,10
23324168,Modern Guest Suite in Parkdale - Private Entrance!,Erica,t,1,Roncesvalles,43.64166,-79.43865,Guest suite,Private room,2,1,1,1,Real Bed,54,308,100,10,10,10,10,10,10
23327962,HOTEL QUALITY*EAST ROOM*LUXE*PARKING INCL*,Jessica,f,3,Downtown Toronto,43.65595,-79.36708,House,Private room,2,1,1,1,Real Bed,150,18,98,10,10,10,10,9,9
23328598,Perfect Apartment in Parkdale!,Jessica,f,3,Parkdale,43.63942,-79.44002,Apartment,Entire home/apt,2,1,1,1,Real Bed,134,0,,,,,,,
23330000,"10% Monthly off, Morden Room 15' Airport, York Uni",Sofia,t,3,Downsview,43.73867,-79.5114,House,Private room,2,1,1,1,Real Bed,29,124,97,10,9,10,10,9,10
23336820,"Your Condo On The Edge Of The City, Toronto.",Chris,f,1,Stonegate-Queensway,43.62621,-79.50223,Apartment,Entire home/apt,3,1,1,1,Real Bed,125,80,89,9,9,9,9,10,9
23339656,Cozy Private Apartment in North York,Al,f,1,Newtonbrook,43.78272,-79.42926,Guest suite,Entire home/apt,2,1,1,1,Real Bed,54,225,94,9,9,10,9,10,10
23339884,Spacious Modern Condo - Entertainment District,Jessica,t,1,Downtown Toronto,43.64647,-79.39379,Apartment,Entire home/apt,4,1,1,2,Real Bed,166,53,96,10,9,10,10,10,10
23339904,2 Bedroom Modern Townhouse Downtown Toronto,Franco,f,3,Downtown Toronto,43.64875,-79.363,Townhouse,Entire home/apt,4,2,2,2,Real Bed,101,0,100,10,10,10,10,10,10
23340001,Private Room Downtown Toronto,Tim,t,1,Downtown Toronto,43.64443,-79.40082,Apartment,Private room,2,1,1,1,Real Bed,60,0,98,10,10,10,10,10,9
23341705,Beautiful Modern look Condo in Downtown Toronto,Nishi,f,2,Niagara,43.63824,-79.40366,Condominium,Entire home/apt,4,1,1,2,Real Bed,100,330,93,10,9,9,9,10,9
23342373,Cozy 1 Bedroom,Brett,f,1,Glen Park,43.70839,-79.435,House,Private room,2,2,1,1,Real Bed,23,0,,,,,,,
23342739,"Cozy Room 15': Airport, Yorkdale, York Uni,10% off",Sofia,t,3,Downsview,43.73843,-79.50973,House,Private room,2,1,1,1,Real Bed,27,108,95,10,9,10,10,9,9
23352015,NBA/NHL players live here! Attached to SBC aka ACC,Jules,f,0,Downtown Toronto,43.64238,-79.38121,Condominium,Entire home/apt,4,1,1,2,Real Bed,551,88,100,10,10,10,10,10,10
23359627,2-Bedroom Cozy Cave in Brockton,Raquela,f,3,Little Portugal,43.64953,-79.43546,Apartment,Entire home/apt,5,1,2,3,Real Bed,98,172,90,9,9,9,9,9,9
23367388,3bedroom basement apartment,Reza,f,1,Newtonbrook,43.77736,-79.44117,Bungalow,Entire home/apt,2,1,3,2,Real Bed,40,0,,,,,,,
23374075,Cosy house w/huge garden in friendly neighbourhood,Bastien,f,1,Danforth Village,43.68858,-79.32968,House,Entire home/apt,6,1.5,3,3,Real Bed,100,0,93,10,10,10,10,9,10
23375109,Luxurious Modern Condo in the Heart of King West,Katherine,t,1,Downtown Toronto,43.64175,-79.40099,Condominium,Entire home/apt,4,1,1,1,Real Bed,206,5,99,10,10,10,10,10,10
23377937,Modern and cozy space in trendy Queen/Dundas West!,Peter,t,1,Little Portugal,43.64897,-79.43034,House,Private room,2,1,0,1,Real Bed,55,1,98,10,10,10,10,10,10
23379027,Private Two Room Suite with  Separate Entrance,Maxim,t,2,The Westway,43.69325,-79.55148,Guest suite,Entire home/apt,4,1,2,2,Real Bed,50,82,97,10,10,10,10,10,10
23380606,雅芳居 (Elegant Garden),Edward,t,2,Malvern West,43.78959,-79.25174,Bungalow,Private room,1,1,1,1,Real Bed,68,79,100,10,10,10,10,9,10
23381450,【唐家会馆】迎春套房 9｡两房一厅一厨一厕 (basement ),李太,f,10,Don Valley Village,43.78101,-79.34058,House,Private room,5,1,2,3,Real Bed,110,46,60,5,6,6,7,8,5
23381504,【唐家会馆】菊房 7,李太,f,10,Don Valley Village,43.7807,-79.34069,Guesthouse,Private room,2,0,1,2,Real Bed,54,63,93,10,9,10,10,10,10
23381523,244 lumsdeb,Farzin,f,2,Woodbine/Lumsden,43.6945,-79.31229,Bungalow,Private room,6,2,3,3,Real Bed,110,0,100,10,9,10,10,9,9
23381736,VERY BEAUTIFUL 2 BEDROOM IN FIRST FLOOR OF HOUSE,Mary,f,1,Pleasant View,43.78887,-79.34033,House,Entire home/apt,4,1,2,2,Real Bed,119,79,91,9,9,9,9,9,9
23392308,1 bedroom apartment backing onto Humber River Park,Megan,f,1,Lambton Baby Point,43.66272,-79.50342,Guest suite,Entire home/apt,4,1,1,1,Real Bed,73,179,97,10,10,10,10,10,10
23392766,Exec Condo | Union Stn | Full Kitchen | Laundry,TO Stays,t,13,Entertainment District,43.64233,-79.38144,Apartment,Entire home/apt,3,1,1,1,Real Bed,125,315,100,10,9,10,10,10,10
23396191,Spacious apt in the heart of the Annex,Sarah,f,1,The Annex,43.66624,-79.40887,Loft,Entire home/apt,2,1,1,1,Real Bed,90,0,100,10,9,10,10,10,10
23397768,Spacious modern 1 bdrm in Bloor West Village,Caroline,f,1,Swansea,43.64765,-79.47835,Apartment,Entire home/apt,2,1,1,2,Real Bed,90,41,94,10,10,10,10,9,10
23399289,2 BR MapleLeaf Sq  + Skyline View + Balcony,Mack And Jen,f,1,Downtown Toronto,43.64241,-79.38142,Condominium,Entire home/apt,6,1,2,3,Real Bed,111,296,90,9,9,9,9,10,9
23401507,Cute Hidden Gem in the Heart of King West,Esmeralda,f,1,Niagara,43.64414,-79.40804,House,Entire home/apt,3,1,0,2,Real Bed,75,0,90,9,9,10,10,10,10
23408741,Sunny cozy space 5 min walk from Bloor UP Express,Lori,t,2,Wallace Emerson,43.66214,-79.45094,Guest suite,Entire home/apt,5,1,2,4,Real Bed,76,204,97,10,10,10,10,10,10
23410278,Two Bedroom Beach Gem,Justin,t,1,The Beaches,43.66696,-79.3019,Apartment,Entire home/apt,4,1,2,2,Real Bed,145,9,97,10,10,10,10,10,10
23413920,Serenity - Luxury Executive Condo Yorkville,Toronto Luxury Suites,f,8,Rosedale,43.67351,-79.38587,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,333,361,,,,,,,
23416543,Large Toronto 2bd/2Bath town house w rooftop patio,Joey,f,1,Niagara,43.63941,-79.41164,Townhouse,Entire home/apt,4,2,2,2,Real Bed,190,32,96,10,9,10,10,10,10
23418598,Lakeview near Union Station - Downtown Toronto.,Tamara,t,2,Harbourfront,43.6392,-79.38418,Condominium,Entire home/apt,2,1,1,1,Real Bed,85,22,100,10,10,10,10,10,10
23418717,Midtown Toronto - 700m to Subway Station,Fausto,t,1,Oakwood,43.69311,-79.43637,Guest suite,Entire home/apt,3,1,1,2,Real Bed,131,141,97,10,10,10,10,10,10
23419157,New cozy lower leavel 1 bedroom suite.Heated floor,Sharm,f,3,Dovercourt Park,43.66933,-79.4277,Apartment,Entire home/apt,2,1,1,1,Real Bed,119,74,95,10,10,10,10,9,10
23419241,Comfy Studio Apartment Downtown Toronto,Sefunmi,t,1,Downtown Toronto,43.64228,-79.37934,Apartment,Entire home/apt,2,1,0,1,Real Bed,71,0,98,10,9,10,10,10,10
23420187,Large 2bed + 2bath w/office near Hwy 401/404,Gene & Amy,t,2,Don Valley Village,43.77561,-79.34371,Condominium,Entire home/apt,5,2,2,2,Real Bed,135,336,98,10,10,10,10,10,9
23421263,Beautiful lake view studio at downtown Toronto,Xiao Wei,f,2,Downtown Toronto,43.64215,-79.38088,Apartment,Entire home/apt,2,1,0,1,Real Bed,98,0,80,10,10,10,10,10,10
23432815,Cosy Bedroom - In Heart of Toronto,Elham,f,1,Oakwood,43.68099,-79.43391,Apartment,Private room,1,1,1,1,Real Bed,31,0,94,10,9,10,10,10,9
23433718,Luxurious bedroom,Farnaz,f,1,Newtonbrook,43.78668,-79.43209,House,Private room,1,1,1,1,Real Bed,80,0,,,,,,,
23433913,Cozy 1 Bed Weekend Getaway Near Ossington + Dundas,Lana,t,1,Trinity-Bellwoods,43.64619,-79.42275,House,Entire home/apt,2,1,1,1,Real Bed,85,25,99,10,10,10,10,10,10
23435149,Cozy Condo,April,f,1,Islington,43.63782,-79.53574,Condominium,Entire home/apt,3,1,1,1,Real Bed,100,0,100,10,9,9,10,10,9
23435653,Single bedroom in a 2-bedroom suite,Yaroslav,f,1,York University Heights,43.77106,-79.50099,Hostel,Entire home/apt,1,1,1,1,Real Bed,950,363,,,,,,,
23436428,"24hr Private Entrance, Double Bed, 3 piece bath-B",Charles,t,11,Bayview,43.80518,-79.38077,House,Private room,2,2,1,1,Real Bed,42,327,96,10,10,10,10,10,10
23436624,Room Available in Leslieville/Beaches Area - 3 ppl,Jose,f,2,Riverdale,43.66105,-79.33149,House,Private room,3,1,0,2,Real Bed,96,269,,,,,,,
23437196,Bohemian Loft Style Bedroom in Kensington Market,Marie,f,1,Downtown Toronto,43.65751,-79.40165,Apartment,Private room,2,1,1,1,Real Bed,65,0,92,10,9,9,10,10,9
23437335,Where you are always welcome (room 2 of 2 rooms),Barbara,t,3,Malvern,43.79866,-79.23046,House,Private room,2,1.5,1,1,Real Bed,31,68,99,10,10,10,10,9,10
23437740,Clean Room  Midtown Toronto For one male,Mon,f,12,Pellam Park,43.67098,-79.45851,Guest suite,Private room,1,1,1,1,Real Bed,34,76,84,9,8,9,10,8,9
23438024,A beautiful studio in the trendy upper beaches,Meeza,f,1,Greenwood-Coxwell,43.67197,-79.31994,Apartment,Entire home/apt,2,1,1,1,Real Bed,69,11,87,9,10,10,10,9,9
23439208,BEST LOCATION WITH CN TOWER VIEW,Jay,t,5,Downtown Toronto,43.63953,-79.39244,Condominium,Entire home/apt,6,1,1,3,Real Bed,88,125,98,9,9,10,9,10,9
23449962,Casual Private Coach House,Toronto Heritage Residences,f,56,The Annex,43.67436,-79.4046,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,150,0,90,9,10,10,10,10,9
23451825,Penthouse Level - Jr. 1 Bedroom Suite in Mid-Town!,Marc,f,2,Davisville,43.69758,-79.3943,Apartment,Entire home/apt,2,1,1,1,Real Bed,114,0,90,10,9,10,10,10,9
23452488,A bright and cozy Studio Apartment in the Annex!,Tamer,f,1,The Annex,43.67119,-79.40269,Apartment,Entire home/apt,2,1,0,1,Real Bed,75,0,97,10,9,10,10,9,9
23452693,Luxury & Cozy Town House,Roshan,t,1,Malvern,43.79198,-79.23657,Townhouse,Entire home/apt,4,1.5,2,2,Real Bed,100,0,97,10,9,10,10,10,9
23453014,Spacious light 3 bedroom home in Danforth Village!,Lori Anne,t,1,Danforth Village,43.68809,-79.32043,House,Entire home/apt,6,2,3,3,Real Bed,100,66,98,10,10,10,10,9,10
23461847,"Private Basement Suite, 1 Bedroom @ Queen St West!",Kayla,f,1,Trinity-Bellwoods,43.6508,-79.41004,Apartment,Entire home/apt,4,1,1,2,Real Bed,94,0,80,10,8,10,10,10,9
23462499,Shared Room in Basement for Girls,Karla,f,6,Oakwood,43.68385,-79.43496,House,Shared room,2,1,1,4,Real Bed,21,135,98,10,10,10,10,10,10
23466919,Ossington/Bloor Designer Basement Suite,Miranda,t,16,Dovercourt Park,43.6632,-79.43155,House,Entire home/apt,2,1,1,1,Real Bed,102,109,98,10,10,10,10,10,10
23466976,Modern and bright 3BR home in the Beaches Toronto,Celine,f,1,The Beaches,43.66625,-79.30989,House,Entire home/apt,6,2.5,3,4,Real Bed,240,21,100,10,10,10,10,10,10
23467601,1 BR & Den on top of the City- CN Tower/Lake Views,Anthony,f,1,Downtown Toronto,43.64236,-79.382,Condominium,Entire home/apt,4,1,1,1,Real Bed,200,162,94,9,9,9,9,10,9
23467699,Toronto's Bloor West Village - High Park - 7B,Luis,t,4,High Park North,43.65945,-79.47917,House,Private room,1,1,1,1,Real Bed,28,34,96,10,9,10,10,9,10
23468029,Private Spacious Apartment in Downtown Toronto,Derrik,t,1,Downtown Toronto,43.66777,-79.36892,Guest suite,Entire home/apt,6,1.5,3,3,Real Bed,100,13,99,10,10,10,10,10,10
23472396,Elegant Private Suite (Entire Guest Suite),Sam,f,2,Saint Andrew/Windfields,43.75409,-79.39191,Guest suite,Entire home/apt,2,1,1,1,Real Bed,158,179,97,9,9,9,9,9,8
23486426,"Bright, sunny room Downtown",Andrew,t,3,Downtown Toronto,43.66644,-79.37156,Condominium,Private room,2,1,1,1,Real Bed,70,277,99,10,10,10,10,10,10
23486441,Modern Gem: Condo with Parking in Central Downtown,Leon,t,16,Garden District,43.66059,-79.38269,Condominium,Entire home/apt,4,1,1,2,Real Bed,89,148,98,10,10,10,10,10,10
23487067,Luxurious Waterfront Condo with Free Parking,Andrew,f,1,Downtown Toronto,43.63782,-79.38637,Condominium,Entire home/apt,2,1,1,2,Real Bed,196,0,95,10,10,10,9,10,10
23487103,Bright 1+1 BDRM + Free Parking (Yonge & Finch),Nafiseh,t,1,Willowdale,43.77843,-79.4136,Condominium,Entire home/apt,3,1,2,2,Real Bed,90,62,100,10,10,10,10,10,9
23496140,Modern Leslieville Home.,Anton,f,1,Greenwood-Coxwell,43.66635,-79.32329,House,Entire home/apt,5,2,3,4,Real Bed,179,5,93,9,9,10,10,10,9
23500055,1 Bedroom and bathroom in house for stay,Patrick,f,1,Downtown Toronto,43.66477,-79.37921,Townhouse,Private room,2,1,0,1,Real Bed,43,0,,,,,,,
23501991,Liberty Village Condo,Melyssa,f,1,Parkdale,43.64194,-79.42545,Apartment,Entire home/apt,2,1,1,1,Real Bed,59,0,87,9,9,8,9,10,8
23504007,Large 2 BR Hirise across CN Tower & Convention Ctr,Furnished Rentals,f,5,Downtown Toronto,43.6432,-79.38888,Serviced apartment,Entire home/apt,6,2,2,4,Real Bed,199,310,94,10,9,9,10,10,10
23504433,Feel like Home,Mohamed,f,2,Weston,43.69857,-79.51465,Apartment,Private room,2,1,1,2,Real Bed,49,343,73,9,6,10,9,8,7
23505536,1 bedroom plus den bedroom condo downtown Toronto,A,f,1,Niagara,43.63668,-79.40338,Apartment,Entire home/apt,4,1,2,2,Real Bed,140,135,94,10,9,9,9,10,10
23505893,"Prime location, 2 Bedroom in Little Italy",Noon,t,8,Trinity-Bellwoods,43.65065,-79.41607,House,Entire home/apt,5,1,2,3,Real Bed,161,54,99,10,10,10,10,10,10
23509129,"24hr Private Entrance, Double Bed, 3 piece bath- A",Charles,t,11,Bayview,43.80506,-79.38083,House,Private room,2,2,1,1,Real Bed,42,318,96,10,10,10,10,10,10
23509372,"24hr Private Entrance, Double Bed, 3 piece bath-C",Charles,t,11,Bayview,43.80442,-79.37947,House,Private room,2,2,1,1,Real Bed,33,346,98,10,10,10,10,10,10
23516913,Yolanda nice room,Yolanda,f,1,L'Amoreaux,43.79558,-79.31316,Guest suite,Private room,2,1,0,1,Real Bed,51,0,,,,,,,
23518156,Toronto Beaches - Spacious 3 Bedroom Home,Charles,f,1,The Beaches,43.67168,-79.31005,House,Entire home/apt,8,2.5,3,4,Real Bed,395,75,100,10,10,10,10,10,10
23520138,Peaceful place to spend quiet time/ Free Parking.,Meesaq,f,3,L'Amoreaux,43.79605,-79.32911,Townhouse,Private room,4,1,1,1,Real Bed,38,37,90,8,9,10,9,9,9
23520758,Modern bachelor condo on King Street West,Michelle,f,1,Parkdale,43.6412,-79.42494,Condominium,Entire home/apt,3,1,1,1,Real Bed,69,88,80,8,6,10,10,10,8
23521058,342 O,Isaac,t,0,Trinity-Bellwoods,43.65226,-79.42112,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,150,173,98,10,10,10,10,10,10
23521128,Large one bedroom apt overlooking golf course,Rita,f,1,The Westway,43.70284,-79.54412,Guest suite,Entire home/apt,2,1,1,1,Real Bed,50,149,92,10,9,10,10,10,10
23521486,A Sunny Room (RM 202) close to Eaton Center,Naidan,f,4,Downtown Toronto,43.6606,-79.37821,Townhouse,Private room,1,1,1,1,Real Bed,100,219,84,9,9,8,9,10,9
23522408,Private room in the heart of High Park Village,Juan,t,1,High Park North,43.65615,-79.4641,Apartment,Private room,2,1,1,1,Real Bed,40,66,98,10,10,10,10,9,10
23523026,A cozy room for single guest,Anita,f,6,Don Valley Village,43.78856,-79.36248,House,Private room,1,1,1,1,Real Bed,31,56,90,9,9,10,9,9,9
23523064,Peaceful & Cozy 2bd basement apt. In North York,Maryam,f,1,Newtonbrook,43.78867,-79.39774,House,Entire home/apt,4,1,2,2,Real Bed,78,200,98,10,10,10,10,10,10
23524173,Large Master Bedroom with Ensuite,Mhay,f,1,The Junction,43.67099,-79.47436,House,Private room,1,1,1,1,Real Bed,34,210,100,10,10,10,10,9,10
23524502,Serenity in the City,Cara,f,2,Wychwood Park,43.67772,-79.43403,House,Private room,2,1,1,1,Real Bed,45,11,99,10,10,10,10,9,10
23525159,House on the Hill,Michael,t,1,Roncesvalles,43.65327,-79.45712,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,5,99,10,10,10,10,10,10
23526942,"Clean, bright, cozy OASIS  by the lake - private",Wendell And Jesse,f,1,Mimico,43.60693,-79.49274,Guest suite,Entire home/apt,4,1,1,1,Real Bed,149,51,95,10,10,10,10,10,10
23527081,"ENTIRE FAMILY HOUSE: 2 BR, 1.5 BATH, FREE PARKING",Kurt,f,1,Wallace Emerson,43.66331,-79.4542,House,Entire home/apt,4,1.5,2,2,Real Bed,229,0,100,10,10,10,10,10,10
23527279,Great Apartment,Adrian,f,1,Downtown Toronto,43.65394,-79.3759,Apartment,Entire home/apt,4,1,0,2,Real Bed,17,0,60,6,4,10,10,8,6
23527837,Private Room in Downtown Toronto,Sjawal,f,1,Downtown Toronto,43.66927,-79.37519,Apartment,Private room,1,1,1,1,Real Bed,35,0,89,9,8,10,10,9,9
23529499,Luxury 1 Bedroom condo with parking,Aline,t,1,Islington,43.62088,-79.52182,Condominium,Entire home/apt,2,1,1,1,Real Bed,119,23,98,10,10,10,10,10,10
23544416,Luxury Apartment Downtown Toronto,Anna,t,2,Entertainment District,43.64462,-79.39053,Apartment,Entire home/apt,4,1,1,2,Real Bed,249,342,99,10,10,10,10,10,10
23557745,Convenient Bedroom near Lawrence Subway Station.,Elisa,t,6,Lytton Park,43.71859,-79.42714,House,Private room,2,1,1,1,Real Bed,35,1,97,10,8,10,9,10,9
23561697,Willowdale Prestigious Neighborhood,Tamer,f,1,Willowdale,43.76715,-79.40024,House,Entire home/apt,6,2.5,3,3,Real Bed,200,0,,,,,,,
23563275,Charming Spacious 1 bedroom suite,Ellen,f,2,Fairbank,43.68906,-79.4557,Guest suite,Entire home/apt,2,1,1,1,Real Bed,46,207,100,10,9,10,10,9,10
23564438,Yonge and eglinton one bed room Apartment,Zaigham,f,1,Davisville,43.70537,-79.39211,Loft,Entire home/apt,4,1,1,2,Real Bed,43,0,,,,,,,
23566287,1 bedroom basement walking to Kennedy subway,Amy,f,1,Ionview,43.7354,-79.26071,Bungalow,Private room,1,1,1,1,Real Bed,38,89,,,,,,,
23567368,Cozy Bloor West private basement Apartment.,Alice,f,2,Runnymede,43.65044,-79.48036,Guest suite,Entire home/apt,3,1,1,1,Real Bed,88,57,91,9,9,10,9,10,9
23571873,Luxury Condo in the Sky near CN Tower,Megan,f,1,Entertainment District,43.6408,-79.39273,Loft,Private room,2,1,1,1,Real Bed,114,0,100,10,10,10,10,10,10
23575215,Private room in House on Trendy Queen Street West!,Alissa,f,1,Parkdale,43.63804,-79.44196,House,Private room,2,1,1,1,Real Bed,50,354,92,9,9,10,10,10,9
23576267,Modern and Luxurious Suite in Downtown Core,Samar,t,1,Entertainment District,43.64366,-79.3884,Apartment,Entire home/apt,2,1,1,1,Real Bed,180,56,99,10,10,10,10,10,10
23578407,Modern & Cozy Designer Condo,Jesse,f,1,Parkdale,43.63992,-79.42155,Condominium,Entire home/apt,4,1,1,2,Real Bed,100,80,94,9,9,9,10,10,9
23578412,"Accommodating, clean&cute 1 bdrm suite w prvt. ent",Daniella,f,1,Cliffcrest,43.73815,-79.22865,Guest suite,Entire home/apt,2,1,1,1,Real Bed,50,327,92,9,9,10,10,10,9
23578697,Quiet Place by Hwy 404/Finch - Free Parking,Meesaq,f,3,L'Amoreaux,43.79451,-79.32946,Townhouse,Private room,2,1,1,1,Real Bed,58,66,91,9,9,10,10,9,9
23588515,Davisville private guest suite,Vanessa,t,1,Davisville,43.70468,-79.38362,Guest suite,Entire home/apt,3,1,0,2,Real Bed,155,75,97,10,10,10,10,10,10
23589691,Luxury cozy CN Tower lake views by Union Station,Meri,t,7,Downtown Toronto,43.64294,-79.38253,Apartment,Entire home/apt,2,1,0,1,Real Bed,145,95,97,10,10,10,10,10,10
23594964,Trendy King west living at its best,Ron,f,3,Fashion District,43.64382,-79.39808,Condominium,Entire home/apt,2,1,1,0,Real Bed,175,18,91,9,9,10,10,10,9
23595194,Sunny Room in Artist's Home by Transit,Hajnal,t,3,Cliffside,43.7068,-79.24996,House,Private room,1,1,1,1,Real Bed,29,41,100,10,9,10,9,9,10
23595313,Entire spacious and modern 1-bedroom apartment,Danna,f,1,Forest Hill,43.7027,-79.4236,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,0,95,8,10,10,10,9,10
23596116,Cozy Private Room in Lovely House (Rm 2),Masumeh,t,3,Newtonbrook,43.79098,-79.41383,House,Private room,1,1,1,1,Real Bed,37,0,98,10,10,10,10,9,9
23596951,Little-Italy Palmerston Hideaway Garret Apartment,Tara,t,4,Palmerston/Little Italy,43.65958,-79.41099,Apartment,Entire home/apt,3,1,2,2,Real Bed,186,0,100,10,10,10,10,10,10
23597514,"Private Unit, Parking across the street,Kensington",Richard,f,2,Kensington Market,43.65354,-79.39987,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,28,87,9,9,10,10,9,8
23597847,Cozy Private Room in Lovely House (Rm 3),Masumeh,t,3,Newtonbrook,43.79269,-79.41248,House,Private room,1,1,1,1,Real Bed,40,0,88,9,9,9,9,9,9
23598046,Cute Private Suite with backyard -Yonge & Eglinton,Sara,f,2,Lytton Park,43.7142,-79.4011,Guest suite,Entire home/apt,2,1,0,1,Real Bed,90,139,95,10,10,10,10,10,9
23598132,Comfort Condo,Monica,t,9,Downtown Toronto,43.65743,-79.3695,Apartment,Entire home/apt,2,1,1,2,Real Bed,129,46,93,9,10,10,10,8,9
23603380,ManCave Couch for 1 traveler at Finch STN w/ PKG,Macaron&Milo,t,2,Willowdale,43.77865,-79.41278,Townhouse,Shared room,1,1.5,1,1,Real Bed,23,15,99,10,10,10,10,10,10
23604768,Bright and cozy with breakfast and snacks!,Joyce,f,2,Parkdale,43.64202,-79.42377,Condominium,Private room,1,1,1,1,Real Bed,40,126,91,10,9,9,10,10,9
23608360,"Coffee, Tea or Me",Eugene,f,1,Ionview,43.73821,-79.27232,Bungalow,Entire home/apt,4,1,2,2,Real Bed,60,37,93,10,9,10,10,9,10
23611701,2 bedroom loft style townhouse in Leslieville,Ivayla,f,1,Riverdale,43.66184,-79.33875,Apartment,Entire home/apt,3,2,2,2,Real Bed,67,0,100,10,10,10,10,10,10
23612312,"Private, Modern, Bright Roncesvalles Studio",Elliott,t,1,Roncesvalles,43.63992,-79.44485,Townhouse,Entire home/apt,2,1,0,1,Real Bed,70,89,99,10,10,10,10,10,10
23612947,Single Room in Beautiful Condo -Downtown,Julio,f,2,Downtown Toronto,43.64023,-79.39245,Apartment,Private room,1,1,1,1,Real Bed,60,0,91,9,9,10,10,10,9
23613295,QUEEN WEST retreat in the Bellwoods park,Valerie,f,3,Trinity-Bellwoods,43.6499,-79.41399,Loft,Entire home/apt,2,1,1,1,Real Bed,199,9,98,10,10,10,10,10,10
23613309,Downtown Core! 2 min from King and Spadina!,Eropa,f,1,Downtown Toronto,43.64414,-79.39028,Condominium,Entire home/apt,2,1,1,1,Real Bed,178,88,89,9,9,8,9,10,9
23613453,NEW* 4 Bed Home Directly in Trinity Bellwoods Park,Valerie,f,3,Trinity-Bellwoods,43.64967,-79.41198,House,Entire home/apt,9,2,4,4,Real Bed,395,0,,,,,,,
23613489,Comfy townhouse unit,Melissa,f,1,Humbermede,43.7461,-79.56591,Condominium,Entire home/apt,3,1,1,1,Real Bed,76,142,92,10,9,10,10,9,10
23613775,Toronto 3BR Apt near Streetcar & Lake FREE parking,Cristina,t,3,Long Branch,43.59354,-79.53383,Apartment,Entire home/apt,8,1.5,3,4,Real Bed,231,1,99,10,10,10,10,10,10
23613862,1BR luxury harbourfront condo,Neha,f,3,Downtown Toronto,43.64096,-79.38003,Apartment,Entire home/apt,2,1,0,0,Real Bed,249,19,100,9,9,10,10,10,10
23613995,Amazing location! Annex Apt. Private Bdrm w/Salon,Marina,f,1,The Annex,43.66695,-79.40917,House,Private room,2,1,1,1,Real Bed,70,19,98,10,10,10,10,10,10
23614159,Feel the warmth hospitality.,Aruna,f,3,Eglinton East,43.74291,-79.24193,Townhouse,Private room,1,1,1,1,Real Bed,50,125,100,10,10,10,10,10,10
23614198,"Bright, clean, modern suite in the Junction",Maria,t,1,The Junction,43.66334,-79.46906,Guest suite,Entire home/apt,6,1,1,3,Real Bed,100,204,99,10,10,10,10,10,10
23614636,Thompson,Nasif,t,1,Downtown Toronto,43.64324,-79.40111,Condominium,Entire home/apt,2,1,1,1,Real Bed,129,62,96,10,10,10,10,10,10
23615067,"North York, Seneca, Private room/TTC",Anita,f,6,Don Valley Village,43.79057,-79.36262,House,Private room,3,1,1,2,Real Bed,50,71,87,9,9,10,9,9,9
23620064,Downtown Toronto Little Italy Trinity Bellwood,Dash,f,2,Palmerston/Little Italy,43.656,-79.41696,Apartment,Entire home/apt,4,1,2,2,Real Bed,138,66,,,,,,,
23621826,LakeView Loft.,Chad,f,1,Parkdale,43.64208,-79.42193,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,0,,,,,,,
23624726,Spectacular 3BR Condo with Parking - Must See!,Yvonne,t,1,Downtown Toronto,43.63996,-79.39757,Apartment,Entire home/apt,6,2,3,3,Real Bed,139,117,96,10,10,9,10,10,10
23625342,"Modern,Cozy and BrightApartment- FreeParking&Wi-fi",Farnood,f,1,Newtonbrook,43.78691,-79.42891,Bungalow,Entire home/apt,3,1,1,1,Real Bed,98,0,95,10,10,10,10,10,10
